Student's First name,Student's Last name,Username,Password,Class key
Perf Child 1001,Test,perfchild_account_0410_s1_1001,Compro11,Cp7n-iMk2
Perf Child 1002,Test,perfchild_account_0410_s1_1002,Compro11,8XiT-oxcr
Perf Child 1003,Test,perfchild_account_0410_s1_1003,Compro11,JM6U-7iGp
Perf Child 1004,Test,perfchild_account_0410_s1_1004,Compro11,aX7J-xoT3
Perf Child 1005,Test,perfchild_account_0410_s1_1005,Compro11,6ryh-jk9D
Perf Child 1006,Test,perfchild_account_0410_s1_1006,Compro11,Ka6D-fuCu
Perf Child 1007,Test,perfchild_account_0410_s1_1007,Compro11,4kRE-4jb9
Perf Child 1008,Test,perfchild_account_0410_s1_1008,Compro11,XJs6-24X8
Perf Child 1009,Test,perfchild_account_0410_s1_1009,Compro11,7K7N-eu2A
Perf Child 1010,Test,perfchild_account_0410_s1_1010,Compro11,bCBj-a8xa
Perf Child 1011,Test,perfchild_account_0410_s1_1011,Compro11,k2Aj-ZPnw
Perf Child 1012,Test,perfchild_account_0410_s1_1012,Compro11,2gvP-Mfdx
Perf Child 1013,Test,perfchild_account_0410_s1_1013,Compro11,pW32-X7UA
Perf Child 1014,Test,perfchild_account_0410_s1_1014,Compro11,p93Y-fg2x
Perf Child 1015,Test,perfchild_account_0410_s1_1015,Compro11,j63P-gWvk
Perf Child 1016,Test,perfchild_account_0410_s1_1016,Compro11,9BRq-8fYv
Perf Child 1017,Test,perfchild_account_0410_s1_1017,Compro11,peGd-f8sG
Perf Child 1018,Test,perfchild_account_0410_s1_1018,Compro11,bz9v-AJBF
Perf Child 1019,Test,perfchild_account_0410_s1_1019,Compro11,Grmo-m4Mo
Perf Child 1020,Test,perfchild_account_0410_s1_1020,Compro11,9nU7-cBeD
Perf Child 1021,Test,perfchild_account_0410_s1_1021,Compro11,h4az-a39k
Perf Child 1022,Test,perfchild_account_0410_s1_1022,Compro11,UHWo-KQF3
Perf Child 1023,Test,perfchild_account_0410_s1_1023,Compro11,MhAT-c3pG
Perf Child 1024,Test,perfchild_account_0410_s1_1024,Compro11,2C3G-rRGA
Perf Child 1025,Test,perfchild_account_0410_s1_1025,Compro11,s3WB-R3H8
Perf Child 1026,Test,perfchild_account_0410_s1_1026,Compro11,4jf4-6Tr6
Perf Child 1027,Test,perfchild_account_0410_s1_1027,Compro11,Qw3T-82fm
Perf Child 1028,Test,perfchild_account_0410_s1_1028,Compro11,oRcG-8Hiw
Perf Child 1029,Test,perfchild_account_0410_s1_1029,Compro11,bL9n-4c32
Perf Child 1030,Test,perfchild_account_0410_s1_1030,Compro11,87E2-tVQW
Perf Child 1031,Test,perfchild_account_0410_s1_1031,Compro11,qvR2-fP4W
Perf Child 1032,Test,perfchild_account_0410_s1_1032,Compro11,BExu-PwnE
Perf Child 1033,Test,perfchild_account_0410_s1_1033,Compro11,pT62-9z7W
Perf Child 1034,Test,perfchild_account_0410_s1_1034,Compro11,meu3-i6Yh
Perf Child 1035,Test,perfchild_account_0410_s1_1035,Compro11,L6dY-D76a
Perf Child 1036,Test,perfchild_account_0410_s1_1036,Compro11,7Eof-A9tA
Perf Child 1037,Test,perfchild_account_0410_s1_1037,Compro11,z8sU-8Wpc
Perf Child 1038,Test,perfchild_account_0410_s1_1038,Compro11,XbWZ-YWUy
Perf Child 1039,Test,perfchild_account_0410_s1_1039,Compro11,XDBK-EH4X
Perf Child 1040,Test,perfchild_account_0410_s1_1040,Compro11,NsCE-B28g
Perf Child 1041,Test,perfchild_account_0410_s1_1041,Compro11,k9C7-Zqf3
Perf Child 1042,Test,perfchild_account_0410_s1_1042,Compro11,YgE9-62gs
Perf Child 1043,Test,perfchild_account_0410_s1_1043,Compro11,2YRm-iCR3
Perf Child 1044,Test,perfchild_account_0410_s1_1044,Compro11,8wHT-c637
Perf Child 1045,Test,perfchild_account_0410_s1_1045,Compro11,tbu2-4TEy
Perf Child 1046,Test,perfchild_account_0410_s1_1046,Compro11,VP2M-Z2k8
Perf Child 1047,Test,perfchild_account_0410_s1_1047,Compro11,4tUH-n26N
Perf Child 1048,Test,perfchild_account_0410_s1_1048,Compro11,FL86-dxyx
Perf Child 1049,Test,perfchild_account_0410_s1_1049,Compro11,UEkc-C462
Perf Child 1050,Test,perfchild_account_0410_s1_1050,Compro11,2qjN-7yNw
Perf Child 1051,Test,perfchild_account_0410_s1_1051,Compro11,Ui9H-j43c
Perf Child 1052,Test,perfchild_account_0410_s1_1052,Compro11,R38m-29gj
Perf Child 1053,Test,perfchild_account_0410_s1_1053,Compro11,b3Uf-tV96
Perf Child 1054,Test,perfchild_account_0410_s1_1054,Compro11,waDr-8aM7
Perf Child 1055,Test,perfchild_account_0410_s1_1055,Compro11,6YNC-TLz9
Perf Child 1056,Test,perfchild_account_0410_s1_1056,Compro11,HWjs-47Cy
Perf Child 1057,Test,perfchild_account_0410_s1_1057,Compro11,N2pe-6gPV
Perf Child 1058,Test,perfchild_account_0410_s1_1058,Compro11,f3qE-3gDn
Perf Child 1059,Test,perfchild_account_0410_s1_1059,Compro11,bGp8-Y69J
Perf Child 1060,Test,perfchild_account_0410_s1_1060,Compro11,T8Mo-udhD
Perf Child 1061,Test,perfchild_account_0410_s1_1061,Compro11,mTx6-bM8c
Perf Child 1062,Test,perfchild_account_0410_s1_1062,Compro11,PAgL-9JH9
Perf Child 1063,Test,perfchild_account_0410_s1_1063,Compro11,X34b-7vtY
Perf Child 1064,Test,perfchild_account_0410_s1_1064,Compro11,axU2-ck2P
Perf Child 1065,Test,perfchild_account_0410_s1_1065,Compro11,yf84-8M8g
Perf Child 1066,Test,perfchild_account_0410_s1_1066,Compro11,ed6M-7sn2
Perf Child 1067,Test,perfchild_account_0410_s1_1067,Compro11,WVuK-c42r
Perf Child 1068,Test,perfchild_account_0410_s1_1068,Compro11,9Krj-3HsN
Perf Child 1069,Test,perfchild_account_0410_s1_1069,Compro11,xR6J-2eCF
Perf Child 1070,Test,perfchild_account_0410_s1_1070,Compro11,QoA7-487G
Perf Child 1071,Test,perfchild_account_0410_s1_1071,Compro11,2ioG-Pqan
