Student's First name,Student's Last name,Username,Password,Class key
Perf Child 1,Test,perfchild_account_0410_s1_1,Compro11,k9C7-Zqf3
Perf Child 2,Test,perfchild_account_0410_s1_2,Compro11,YgE9-62gs
Perf Child 3,Test,perfchild_account_0410_s1_3,Compro11,2YRm-iCR3
Perf Child 4,Test,perfchild_account_0410_s1_4,Compro11,8wHT-c637
Perf Child 5,Test,perfchild_account_0410_s1_5,Compro11,tbu2-4TEy
Perf Child 6,Test,perfchild_account_0410_s1_6,Compro11,VP2M-Z2k8
Perf Child 7,Test,perfchild_account_0410_s1_7,Compro11,4tUH-n26N
Perf Child 8,Test,perfchild_account_0410_s1_8,Compro11,FL86-dxyx
Perf Child 9,Test,perfchild_account_0410_s1_9,Compro11,UEkc-C462
Perf Child 10,Test,perfchild_account_0410_s1_10,Compro11,2qjN-7yNw
Perf Child 11,Test,perfchild_account_0410_s1_11,Compro11,Ui9H-j43c
Perf Child 12,Test,perfchild_account_0410_s1_12,Compro11,R38m-29gj
Perf Child 13,Test,perfchild_account_0410_s1_13,Compro11,b3Uf-tV96
Perf Child 14,Test,perfchild_account_0410_s1_14,Compro11,waDr-8aM7
Perf Child 15,Test,perfchild_account_0410_s1_15,Compro11,6YNC-TLz9
Perf Child 16,Test,perfchild_account_0410_s1_16,Compro11,HWjs-47Cy
Perf Child 17,Test,perfchild_account_0410_s1_17,Compro11,N2pe-6gPV
Perf Child 18,Test,perfchild_account_0410_s1_18,Compro11,f3qE-3gDn
Perf Child 19,Test,perfchild_account_0410_s1_19,Compro11,bGp8-Y69J
Perf Child 20,Test,perfchild_account_0410_s1_20,Compro11,T8Mo-udhD
Perf Child 21,Test,perfchild_account_0410_s1_21,Compro11,mTx6-bM8c
Perf Child 22,Test,perfchild_account_0410_s1_22,Compro11,PAgL-9JH9
Perf Child 23,Test,perfchild_account_0410_s1_23,Compro11,X34b-7vtY
Perf Child 24,Test,perfchild_account_0410_s1_24,Compro11,axU2-ck2P
Perf Child 25,Test,perfchild_account_0410_s1_25,Compro11,yf84-8M8g
Perf Child 26,Test,perfchild_account_0410_s1_26,Compro11,ed6M-7sn2
Perf Child 27,Test,perfchild_account_0410_s1_27,Compro11,WVuK-c42r
Perf Child 28,Test,perfchild_account_0410_s1_28,Compro11,9Krj-3HsN
Perf Child 29,Test,perfchild_account_0410_s1_29,Compro11,xR6J-2eCF
Perf Child 30,Test,perfchild_account_0410_s1_30,Compro11,QoA7-487G
Perf Child 31,Test,perfchild_account_0410_s1_31,Compro11,2ioG-Pqan
Perf Child 32,Test,perfchild_account_0410_s1_32,Compro11,n4F6-FLe9
Perf Child 33,Test,perfchild_account_0410_s1_33,Compro11,FpUy-YC2Y
Perf Child 34,Test,perfchild_account_0410_s1_34,Compro11,7Cw3-BdFG
Perf Child 35,Test,perfchild_account_0410_s1_35,Compro11,ktQ4-68g4
Perf Child 36,Test,perfchild_account_0410_s1_36,Compro11,i49J-dryD
Perf Child 37,Test,perfchild_account_0410_s1_37,Compro11,dv8k-gpCi
