Student's First name,Student's Last name,Username,Password,Class key
Perf Child 801,Test,perfchild_account_0410_s1_801,Compro11,k9C7-Zqf3
Perf Child 802,Test,perfchild_account_0410_s1_802,Compro11,YgE9-62gs
Perf Child 803,Test,perfchild_account_0410_s1_803,Compro11,2YRm-iCR3
Perf Child 804,Test,perfchild_account_0410_s1_804,Compro11,8wHT-c637
Perf Child 805,Test,perfchild_account_0410_s1_805,Compro11,tbu2-4TEy
Perf Child 806,Test,perfchild_account_0410_s1_806,Compro11,VP2M-Z2k8
Perf Child 807,Test,perfchild_account_0410_s1_807,Compro11,4tUH-n26N
Perf Child 808,Test,perfchild_account_0410_s1_808,Compro11,FL86-dxyx
Perf Child 809,Test,perfchild_account_0410_s1_809,Compro11,UEkc-C462
Perf Child 810,Test,perfchild_account_0410_s1_810,Compro11,2qjN-7yNw
Perf Child 811,Test,perfchild_account_0410_s1_811,Compro11,Ui9H-j43c
Perf Child 812,Test,perfchild_account_0410_s1_812,Compro11,R38m-29gj
Perf Child 813,Test,perfchild_account_0410_s1_813,Compro11,b3Uf-tV96
Perf Child 814,Test,perfchild_account_0410_s1_814,Compro11,waDr-8aM7
Perf Child 815,Test,perfchild_account_0410_s1_815,Compro11,6YNC-TLz9
Perf Child 816,Test,perfchild_account_0410_s1_816,Compro11,HWjs-47Cy
Perf Child 817,Test,perfchild_account_0410_s1_817,Compro11,N2pe-6gPV
Perf Child 818,Test,perfchild_account_0410_s1_818,Compro11,f3qE-3gDn
Perf Child 819,Test,perfchild_account_0410_s1_819,Compro11,bGp8-Y69J
Perf Child 820,Test,perfchild_account_0410_s1_820,Compro11,T8Mo-udhD
Perf Child 821,Test,perfchild_account_0410_s1_821,Compro11,mTx6-bM8c
Perf Child 822,Test,perfchild_account_0410_s1_822,Compro11,PAgL-9JH9
Perf Child 823,Test,perfchild_account_0410_s1_823,Compro11,X34b-7vtY
Perf Child 824,Test,perfchild_account_0410_s1_824,Compro11,axU2-ck2P
Perf Child 825,Test,perfchild_account_0410_s1_825,Compro11,yf84-8M8g
Perf Child 826,Test,perfchild_account_0410_s1_826,Compro11,ed6M-7sn2
Perf Child 827,Test,perfchild_account_0410_s1_827,Compro11,WVuK-c42r
Perf Child 828,Test,perfchild_account_0410_s1_828,Compro11,9Krj-3HsN
Perf Child 829,Test,perfchild_account_0410_s1_829,Compro11,xR6J-2eCF
Perf Child 830,Test,perfchild_account_0410_s1_830,Compro11,QoA7-487G
Perf Child 831,Test,perfchild_account_0410_s1_831,Compro11,2ioG-Pqan
Perf Child 832,Test,perfchild_account_0410_s1_832,Compro11,n4F6-FLe9
Perf Child 833,Test,perfchild_account_0410_s1_833,Compro11,FpUy-YC2Y
Perf Child 834,Test,perfchild_account_0410_s1_834,Compro11,7Cw3-BdFG
Perf Child 835,Test,perfchild_account_0410_s1_835,Compro11,ktQ4-68g4
Perf Child 836,Test,perfchild_account_0410_s1_836,Compro11,i49J-dryD
Perf Child 837,Test,perfchild_account_0410_s1_837,Compro11,dv8k-gpCi
Perf Child 838,Test,perfchild_account_0410_s1_838,Compro11,QbBM-eN9T
Perf Child 839,Test,perfchild_account_0410_s1_839,Compro11,dBN3-pf7y
Perf Child 840,Test,perfchild_account_0410_s1_840,Compro11,8Y8u-mayL
Perf Child 841,Test,perfchild_account_0410_s1_841,Compro11,Cp7n-iMk2
Perf Child 842,Test,perfchild_account_0410_s1_842,Compro11,8XiT-oxcr
Perf Child 843,Test,perfchild_account_0410_s1_843,Compro11,JM6U-7iGp
Perf Child 844,Test,perfchild_account_0410_s1_844,Compro11,aX7J-xoT3
Perf Child 845,Test,perfchild_account_0410_s1_845,Compro11,6ryh-jk9D
Perf Child 846,Test,perfchild_account_0410_s1_846,Compro11,Ka6D-fuCu
Perf Child 847,Test,perfchild_account_0410_s1_847,Compro11,4kRE-4jb9
Perf Child 848,Test,perfchild_account_0410_s1_848,Compro11,XJs6-24X8
Perf Child 849,Test,perfchild_account_0410_s1_849,Compro11,7K7N-eu2A
Perf Child 850,Test,perfchild_account_0410_s1_850,Compro11,bCBj-a8xa
Perf Child 851,Test,perfchild_account_0410_s1_851,Compro11,k2Aj-ZPnw
Perf Child 852,Test,perfchild_account_0410_s1_852,Compro11,2gvP-Mfdx
Perf Child 853,Test,perfchild_account_0410_s1_853,Compro11,pW32-X7UA
Perf Child 854,Test,perfchild_account_0410_s1_854,Compro11,p93Y-fg2x
Perf Child 855,Test,perfchild_account_0410_s1_855,Compro11,j63P-gWvk
Perf Child 856,Test,perfchild_account_0410_s1_856,Compro11,9BRq-8fYv
Perf Child 857,Test,perfchild_account_0410_s1_857,Compro11,peGd-f8sG
Perf Child 858,Test,perfchild_account_0410_s1_858,Compro11,bz9v-AJBF
Perf Child 859,Test,perfchild_account_0410_s1_859,Compro11,Grmo-m4Mo
Perf Child 860,Test,perfchild_account_0410_s1_860,Compro11,9nU7-cBeD
Perf Child 861,Test,perfchild_account_0410_s1_861,Compro11,h4az-a39k
Perf Child 862,Test,perfchild_account_0410_s1_862,Compro11,UHWo-KQF3
Perf Child 863,Test,perfchild_account_0410_s1_863,Compro11,MhAT-c3pG
Perf Child 864,Test,perfchild_account_0410_s1_864,Compro11,2C3G-rRGA
Perf Child 865,Test,perfchild_account_0410_s1_865,Compro11,s3WB-R3H8
Perf Child 866,Test,perfchild_account_0410_s1_866,Compro11,4jf4-6Tr6
Perf Child 867,Test,perfchild_account_0410_s1_867,Compro11,Qw3T-82fm
Perf Child 868,Test,perfchild_account_0410_s1_868,Compro11,oRcG-8Hiw
Perf Child 869,Test,perfchild_account_0410_s1_869,Compro11,bL9n-4c32
Perf Child 870,Test,perfchild_account_0410_s1_870,Compro11,87E2-tVQW
Perf Child 871,Test,perfchild_account_0410_s1_871,Compro11,qvR2-fP4W
Perf Child 872,Test,perfchild_account_0410_s1_872,Compro11,BExu-PwnE
Perf Child 873,Test,perfchild_account_0410_s1_873,Compro11,pT62-9z7W
Perf Child 874,Test,perfchild_account_0410_s1_874,Compro11,meu3-i6Yh
Perf Child 875,Test,perfchild_account_0410_s1_875,Compro11,L6dY-D76a
Perf Child 876,Test,perfchild_account_0410_s1_876,Compro11,7Eof-A9tA
Perf Child 877,Test,perfchild_account_0410_s1_877,Compro11,z8sU-8Wpc
Perf Child 878,Test,perfchild_account_0410_s1_878,Compro11,XbWZ-YWUy
Perf Child 879,Test,perfchild_account_0410_s1_879,Compro11,XDBK-EH4X
Perf Child 880,Test,perfchild_account_0410_s1_880,Compro11,NsCE-B28g
Perf Child 881,Test,perfchild_account_0410_s1_881,Compro11,k9C7-Zqf3
Perf Child 882,Test,perfchild_account_0410_s1_882,Compro11,YgE9-62gs
Perf Child 883,Test,perfchild_account_0410_s1_883,Compro11,2YRm-iCR3
Perf Child 884,Test,perfchild_account_0410_s1_884,Compro11,8wHT-c637
Perf Child 885,Test,perfchild_account_0410_s1_885,Compro11,tbu2-4TEy
Perf Child 886,Test,perfchild_account_0410_s1_886,Compro11,VP2M-Z2k8
Perf Child 887,Test,perfchild_account_0410_s1_887,Compro11,4tUH-n26N
Perf Child 888,Test,perfchild_account_0410_s1_888,Compro11,FL86-dxyx
Perf Child 889,Test,perfchild_account_0410_s1_889,Compro11,UEkc-C462
Perf Child 890,Test,perfchild_account_0410_s1_890,Compro11,2qjN-7yNw
Perf Child 891,Test,perfchild_account_0410_s1_891,Compro11,Ui9H-j43c
Perf Child 892,Test,perfchild_account_0410_s1_892,Compro11,R38m-29gj
Perf Child 893,Test,perfchild_account_0410_s1_893,Compro11,b3Uf-tV96
Perf Child 894,Test,perfchild_account_0410_s1_894,Compro11,waDr-8aM7
