Student's First name,Student's Last name,Username,Password,Class key
Perf Child 1001,Test,perfchild_act_0410_s1_1001,Compro11,8iog-4N9K
Perf Child 1002,Test,perfchild_act_0410_s1_1002,Compro11,M8VP-d6dr
Perf Child 1003,Test,perfchild_act_0410_s1_1003,Compro11,hbrw-sbh2
Perf Child 1004,Test,perfchild_act_0410_s1_1004,Compro11,3G9a-We94
Perf Child 1005,Test,perfchild_act_0410_s1_1005,Compro11,vy28-6pPL
Perf Child 1006,Test,perfchild_act_0410_s1_1006,Compro11,u68V-mbyo
Perf Child 1007,Test,perfchild_act_0410_s1_1007,Compro11,Nmo8-ozNK
Perf Child 1008,Test,perfchild_act_0410_s1_1008,Compro11,zjeQ-6Pnx
Perf Child 1009,Test,perfchild_act_0410_s1_1009,Compro11,6u3V-TueW
Perf Child 1010,Test,perfchild_act_0410_s1_1010,Compro11,p6nL-YGMr
Perf Child 1011,Test,perfchild_act_0410_s1_1011,Compro11,XeR9-sQ7d
Perf Child 1012,Test,perfchild_act_0410_s1_1012,Compro11,nc7g-Jtcq
Perf Child 1013,Test,perfchild_act_0410_s1_1013,Compro11,9DQZ-Xd8y
Perf Child 1014,Test,perfchild_act_0410_s1_1014,Compro11,zUai-vE47
Perf Child 1015,Test,perfchild_act_0410_s1_1015,Compro11,kLVo-9qsg
Perf Child 1016,Test,perfchild_act_0410_s1_1016,Compro11,aq9A-QH7W
Perf Child 1017,Test,perfchild_act_0410_s1_1017,Compro11,MdQ3-V7ZN
Perf Child 1018,Test,perfchild_act_0410_s1_1018,Compro11,32f2-xpYh
Perf Child 1019,Test,perfchild_act_0410_s1_1019,Compro11,4mB9-b4Ke
Perf Child 1020,Test,perfchild_act_0410_s1_1020,Compro11,c8Km-th2n
Perf Child 1021,Test,perfchild_act_0410_s1_1021,Compro11,29E7-HyUd
Perf Child 1022,Test,perfchild_act_0410_s1_1022,Compro11,V36b-7kZ3
Perf Child 1023,Test,perfchild_act_0410_s1_1023,Compro11,6WK6-zbiB
Perf Child 1024,Test,perfchild_act_0410_s1_1024,Compro11,3kMX-vCWL
Perf Child 1025,Test,perfchild_act_0410_s1_1025,Compro11,yT2i-eVGT
Perf Child 1026,Test,perfchild_act_0410_s1_1026,Compro11,NizM-mCqy
Perf Child 1027,Test,perfchild_act_0410_s1_1027,Compro11,v328-jCV2
Perf Child 1028,Test,perfchild_act_0410_s1_1028,Compro11,QxD7-KMqt
Perf Child 1029,Test,perfchild_act_0410_s1_1029,Compro11,3Q8v-8j36
Perf Child 1030,Test,perfchild_act_0410_s1_1030,Compro11,8Ne7-Q3X3
Perf Child 1031,Test,perfchild_act_0410_s1_1031,Compro11,eX4v-TKWk
Perf Child 1032,Test,perfchild_act_0410_s1_1032,Compro11,we8Y-4f6y
Perf Child 1033,Test,perfchild_act_0410_s1_1033,Compro11,4Vj9-ktN7
Perf Child 1034,Test,perfchild_act_0410_s1_1034,Compro11,BX4y-vR67
Perf Child 1035,Test,perfchild_act_0410_s1_1035,Compro11,3dq7-Gwxp
Perf Child 1036,Test,perfchild_act_0410_s1_1036,Compro11,Jsv2-DMgt
Perf Child 1037,Test,perfchild_act_0410_s1_1037,Compro11,9mw9-xHYU
Perf Child 1038,Test,perfchild_act_0410_s1_1038,Compro11,8eYV-NriP
Perf Child 1039,Test,perfchild_act_0410_s1_1039,Compro11,W436-4WKN
Perf Child 1040,Test,perfchild_act_0410_s1_1040,Compro11,2pkg-if4W
Perf Child 1041,Test,perfchild_act_0410_s1_1041,Compro11,J84V-CsJ6
Perf Child 1042,Test,perfchild_act_0410_s1_1042,Compro11,w68k-4K8T
Perf Child 1043,Test,perfchild_act_0410_s1_1043,Compro11,4HnK-G8oa
Perf Child 1044,Test,perfchild_act_0410_s1_1044,Compro11,n4kh-Qo8P
Perf Child 1045,Test,perfchild_act_0410_s1_1045,Compro11,CE4R-Lsgb
Perf Child 1046,Test,perfchild_act_0410_s1_1046,Compro11,K2f2-4BvH
Perf Child 1047,Test,perfchild_act_0410_s1_1047,Compro11,47vU-67G6
Perf Child 1048,Test,perfchild_act_0410_s1_1048,Compro11,Jp2m-G4RG
Perf Child 1049,Test,perfchild_act_0410_s1_1049,Compro11,c4kd-Nv43
Perf Child 1050,Test,perfchild_act_0410_s1_1050,Compro11,6CfC-ArTw
Perf Child 1051,Test,perfchild_act_0410_s1_1051,Compro11,Eyq4-Kchg
Perf Child 1052,Test,perfchild_act_0410_s1_1052,Compro11,jtqh-niGf
Perf Child 1053,Test,perfchild_act_0410_s1_1053,Compro11,v2W2-KB97
Perf Child 1054,Test,perfchild_act_0410_s1_1054,Compro11,4867-3TeC
Perf Child 1055,Test,perfchild_act_0410_s1_1055,Compro11,n7F3-73TR
Perf Child 1056,Test,perfchild_act_0410_s1_1056,Compro11,EP2t-a6bG
Perf Child 1057,Test,perfchild_act_0410_s1_1057,Compro11,2zv8-n3pW
Perf Child 1058,Test,perfchild_act_0410_s1_1058,Compro11,pkC8-m7By
Perf Child 1059,Test,perfchild_act_0410_s1_1059,Compro11,j6Nf-8v6q
Perf Child 1060,Test,perfchild_act_0410_s1_1060,Compro11,A37j-2Ho8
Perf Child 1061,Test,perfchild_act_0410_s1_1061,Compro11,a62M-oc79
Perf Child 1062,Test,perfchild_act_0410_s1_1062,Compro11,xF38-zYXj
Perf Child 1063,Test,perfchild_act_0410_s1_1063,Compro11,73Ni-73E9
Perf Child 1064,Test,perfchild_act_0410_s1_1064,Compro11,4Aop-xXgw
Perf Child 1065,Test,perfchild_act_0410_s1_1065,Compro11,nxYG-rw4U
Perf Child 1066,Test,perfchild_act_0410_s1_1066,Compro11,4zE2-EKQX
Perf Child 1067,Test,perfchild_act_0410_s1_1067,Compro11,282x-iXR8
Perf Child 1068,Test,perfchild_act_0410_s1_1068,Compro11,MprX-7J6y
Perf Child 1069,Test,perfchild_act_0410_s1_1069,Compro11,pFPD-gc8n
Perf Child 1070,Test,perfchild_act_0410_s1_1070,Compro11,627n-oM2P
Perf Child 1071,Test,perfchild_act_0410_s1_1071,Compro11,R6Zh-GKvc
Perf Child 1072,Test,perfchild_act_0410_s1_1072,Compro11,3Hte-j4Gr
Perf Child 1073,Test,perfchild_act_0410_s1_1073,Compro11,wy62-jwoH
Perf Child 1074,Test,perfchild_act_0410_s1_1074,Compro11,79uc-6pkX
Perf Child 1075,Test,perfchild_act_0410_s1_1075,Compro11,dX7E-pRp3
Perf Child 1076,Test,perfchild_act_0410_s1_1076,Compro11,Ks4Q-DQjb
Perf Child 1077,Test,perfchild_act_0410_s1_1077,Compro11,kbg2-78Gd
Perf Child 1078,Test,perfchild_act_0410_s1_1078,Compro11,rf6Z-io4Y
Perf Child 1079,Test,perfchild_act_0410_s1_1079,Compro11,v7kq-zsdj
Perf Child 1080,Test,perfchild_act_0410_s1_1080,Compro11,QgjT-f4y8
Perf Child 1081,Test,perfchild_act_0410_s1_1081,Compro11,8iog-4N9K
Perf Child 1082,Test,perfchild_act_0410_s1_1082,Compro11,M8VP-d6dr
Perf Child 1083,Test,perfchild_act_0410_s1_1083,Compro11,hbrw-sbh2
Perf Child 1084,Test,perfchild_act_0410_s1_1084,Compro11,3G9a-We94
Perf Child 1085,Test,perfchild_act_0410_s1_1085,Compro11,vy28-6pPL
Perf Child 1086,Test,perfchild_act_0410_s1_1086,Compro11,u68V-mbyo
Perf Child 1087,Test,perfchild_act_0410_s1_1087,Compro11,Nmo8-ozNK
Perf Child 1088,Test,perfchild_act_0410_s1_1088,Compro11,zjeQ-6Pnx
Perf Child 1089,Test,perfchild_act_0410_s1_1089,Compro11,6u3V-TueW
Perf Child 1090,Test,perfchild_act_0410_s1_1090,Compro11,p6nL-YGMr
Perf Child 1091,Test,perfchild_act_0410_s1_1091,Compro11,XeR9-sQ7d
Perf Child 1092,Test,perfchild_act_0410_s1_1092,Compro11,nc7g-Jtcq
Perf Child 1093,Test,perfchild_act_0410_s1_1093,Compro11,9DQZ-Xd8y
Perf Child 1094,Test,perfchild_act_0410_s1_1094,Compro11,zUai-vE47
Perf Child 1095,Test,perfchild_act_0410_s1_1095,Compro11,kLVo-9qsg
Perf Child 1096,Test,perfchild_act_0410_s1_1096,Compro11,aq9A-QH7W
Perf Child 1097,Test,perfchild_act_0410_s1_1097,Compro11,MdQ3-V7ZN
Perf Child 1098,Test,perfchild_act_0410_s1_1098,Compro11,32f2-xpYh
Perf Child 1099,Test,perfchild_act_0410_s1_1099,Compro11,4mB9-b4Ke
Perf Child 1100,Test,perfchild_act_0410_s1_1100,Compro11,c8Km-th2n
Perf Child 1101,Test,perfchild_act_0410_s1_1101,Compro11,29E7-HyUd
Perf Child 1102,Test,perfchild_act_0410_s1_1102,Compro11,V36b-7kZ3
Perf Child 1103,Test,perfchild_act_0410_s1_1103,Compro11,6WK6-zbiB
Perf Child 1104,Test,perfchild_act_0410_s1_1104,Compro11,3kMX-vCWL
Perf Child 1105,Test,perfchild_act_0410_s1_1105,Compro11,yT2i-eVGT
Perf Child 1106,Test,perfchild_act_0410_s1_1106,Compro11,NizM-mCqy
Perf Child 1107,Test,perfchild_act_0410_s1_1107,Compro11,v328-jCV2
Perf Child 1108,Test,perfchild_act_0410_s1_1108,Compro11,QxD7-KMqt
Perf Child 1109,Test,perfchild_act_0410_s1_1109,Compro11,3Q8v-8j36
Perf Child 1110,Test,perfchild_act_0410_s1_1110,Compro11,8Ne7-Q3X3
Perf Child 1111,Test,perfchild_act_0410_s1_1111,Compro11,eX4v-TKWk
Perf Child 1112,Test,perfchild_act_0410_s1_1112,Compro11,we8Y-4f6y
Perf Child 1113,Test,perfchild_act_0410_s1_1113,Compro11,4Vj9-ktN7
Perf Child 1114,Test,perfchild_act_0410_s1_1114,Compro11,BX4y-vR67
Perf Child 1115,Test,perfchild_act_0410_s1_1115,Compro11,3dq7-Gwxp
Perf Child 1116,Test,perfchild_act_0410_s1_1116,Compro11,Jsv2-DMgt
Perf Child 1117,Test,perfchild_act_0410_s1_1117,Compro11,9mw9-xHYU
Perf Child 1118,Test,perfchild_act_0410_s1_1118,Compro11,8eYV-NriP
Perf Child 1119,Test,perfchild_act_0410_s1_1119,Compro11,W436-4WKN
Perf Child 1120,Test,perfchild_act_0410_s1_1120,Compro11,2pkg-if4W
Perf Child 1121,Test,perfchild_act_0410_s1_1121,Compro11,J84V-CsJ6
Perf Child 1122,Test,perfchild_act_0410_s1_1122,Compro11,w68k-4K8T
Perf Child 1123,Test,perfchild_act_0410_s1_1123,Compro11,4HnK-G8oa
Perf Child 1124,Test,perfchild_act_0410_s1_1124,Compro11,n4kh-Qo8P
Perf Child 1125,Test,perfchild_act_0410_s1_1125,Compro11,CE4R-Lsgb
Perf Child 1126,Test,perfchild_act_0410_s1_1126,Compro11,K2f2-4BvH
Perf Child 1127,Test,perfchild_act_0410_s1_1127,Compro11,47vU-67G6
Perf Child 1128,Test,perfchild_act_0410_s1_1128,Compro11,Jp2m-G4RG
Perf Child 1129,Test,perfchild_act_0410_s1_1129,Compro11,c4kd-Nv43
Perf Child 1130,Test,perfchild_act_0410_s1_1130,Compro11,6CfC-ArTw
Perf Child 1131,Test,perfchild_act_0410_s1_1131,Compro11,Eyq4-Kchg
Perf Child 1132,Test,perfchild_act_0410_s1_1132,Compro11,jtqh-niGf
Perf Child 1133,Test,perfchild_act_0410_s1_1133,Compro11,v2W2-KB97
Perf Child 1134,Test,perfchild_act_0410_s1_1134,Compro11,4867-3TeC
Perf Child 1135,Test,perfchild_act_0410_s1_1135,Compro11,n7F3-73TR
Perf Child 1136,Test,perfchild_act_0410_s1_1136,Compro11,EP2t-a6bG
Perf Child 1137,Test,perfchild_act_0410_s1_1137,Compro11,2zv8-n3pW
Perf Child 1138,Test,perfchild_act_0410_s1_1138,Compro11,pkC8-m7By
Perf Child 1139,Test,perfchild_act_0410_s1_1139,Compro11,j6Nf-8v6q
Perf Child 1140,Test,perfchild_act_0410_s1_1140,Compro11,A37j-2Ho8
Perf Child 1141,Test,perfchild_act_0410_s1_1141,Compro11,a62M-oc79
Perf Child 1142,Test,perfchild_act_0410_s1_1142,Compro11,xF38-zYXj
Perf Child 1143,Test,perfchild_act_0410_s1_1143,Compro11,73Ni-73E9
Perf Child 1144,Test,perfchild_act_0410_s1_1144,Compro11,4Aop-xXgw
Perf Child 1145,Test,perfchild_act_0410_s1_1145,Compro11,nxYG-rw4U
Perf Child 1146,Test,perfchild_act_0410_s1_1146,Compro11,4zE2-EKQX
Perf Child 1147,Test,perfchild_act_0410_s1_1147,Compro11,282x-iXR8
Perf Child 1148,Test,perfchild_act_0410_s1_1148,Compro11,MprX-7J6y
Perf Child 1149,Test,perfchild_act_0410_s1_1149,Compro11,pFPD-gc8n
Perf Child 1150,Test,perfchild_act_0410_s1_1150,Compro11,627n-oM2P
Perf Child 1151,Test,perfchild_act_0410_s1_1151,Compro11,R6Zh-GKvc
Perf Child 1152,Test,perfchild_act_0410_s1_1152,Compro11,3Hte-j4Gr
Perf Child 1153,Test,perfchild_act_0410_s1_1153,Compro11,wy62-jwoH
Perf Child 1154,Test,perfchild_act_0410_s1_1154,Compro11,79uc-6pkX
Perf Child 1155,Test,perfchild_act_0410_s1_1155,Compro11,dX7E-pRp3
Perf Child 1156,Test,perfchild_act_0410_s1_1156,Compro11,Ks4Q-DQjb
Perf Child 1157,Test,perfchild_act_0410_s1_1157,Compro11,kbg2-78Gd
Perf Child 1158,Test,perfchild_act_0410_s1_1158,Compro11,rf6Z-io4Y
Perf Child 1159,Test,perfchild_act_0410_s1_1159,Compro11,v7kq-zsdj
Perf Child 1160,Test,perfchild_act_0410_s1_1160,Compro11,QgjT-f4y8
Perf Child 1161,Test,perfchild_act_0410_s1_1161,Compro11,8iog-4N9K
Perf Child 1162,Test,perfchild_act_0410_s1_1162,Compro11,M8VP-d6dr
Perf Child 1163,Test,perfchild_act_0410_s1_1163,Compro11,hbrw-sbh2
Perf Child 1164,Test,perfchild_act_0410_s1_1164,Compro11,3G9a-We94
Perf Child 1165,Test,perfchild_act_0410_s1_1165,Compro11,vy28-6pPL
Perf Child 1166,Test,perfchild_act_0410_s1_1166,Compro11,u68V-mbyo
Perf Child 1167,Test,perfchild_act_0410_s1_1167,Compro11,Nmo8-ozNK
