Student's First name,Student's Last name,Username,Password,Class key
Perf Child 801,Test,perfchild_act_0410_s1_801,Compro11,J84V-CsJ6
Perf Child 802,Test,perfchild_act_0410_s1_802,Compro11,w68k-4K8T
Perf Child 803,Test,perfchild_act_0410_s1_803,Compro11,4HnK-G8oa
Perf Child 804,Test,perfchild_act_0410_s1_804,Compro11,n4kh-Qo8P
Perf Child 805,Test,perfchild_act_0410_s1_805,Compro11,CE4R-Lsgb
Perf Child 806,Test,perfchild_act_0410_s1_806,Compro11,K2f2-4BvH
Perf Child 807,Test,perfchild_act_0410_s1_807,Compro11,47vU-67G6
Perf Child 808,Test,perfchild_act_0410_s1_808,Compro11,Jp2m-G4RG
Perf Child 809,Test,perfchild_act_0410_s1_809,Compro11,c4kd-Nv43
Perf Child 810,Test,perfchild_act_0410_s1_810,Compro11,6CfC-ArTw
Perf Child 811,Test,perfchild_act_0410_s1_811,Compro11,Eyq4-Kchg
Perf Child 812,Test,perfchild_act_0410_s1_812,Compro11,jtqh-niGf
Perf Child 813,Test,perfchild_act_0410_s1_813,Compro11,v2W2-KB97
Perf Child 814,Test,perfchild_act_0410_s1_814,Compro11,4867-3TeC
Perf Child 815,Test,perfchild_act_0410_s1_815,Compro11,n7F3-73TR
Perf Child 816,Test,perfchild_act_0410_s1_816,Compro11,EP2t-a6bG
Perf Child 817,Test,perfchild_act_0410_s1_817,Compro11,2zv8-n3pW
Perf Child 818,Test,perfchild_act_0410_s1_818,Compro11,pkC8-m7By
Perf Child 819,Test,perfchild_act_0410_s1_819,Compro11,j6Nf-8v6q
Perf Child 820,Test,perfchild_act_0410_s1_820,Compro11,A37j-2Ho8
Perf Child 821,Test,perfchild_act_0410_s1_821,Compro11,a62M-oc79
Perf Child 822,Test,perfchild_act_0410_s1_822,Compro11,xF38-zYXj
Perf Child 823,Test,perfchild_act_0410_s1_823,Compro11,73Ni-73E9
Perf Child 824,Test,perfchild_act_0410_s1_824,Compro11,4Aop-xXgw
Perf Child 825,Test,perfchild_act_0410_s1_825,Compro11,nxYG-rw4U
Perf Child 826,Test,perfchild_act_0410_s1_826,Compro11,4zE2-EKQX
Perf Child 827,Test,perfchild_act_0410_s1_827,Compro11,282x-iXR8
Perf Child 828,Test,perfchild_act_0410_s1_828,Compro11,MprX-7J6y
Perf Child 829,Test,perfchild_act_0410_s1_829,Compro11,pFPD-gc8n
Perf Child 830,Test,perfchild_act_0410_s1_830,Compro11,627n-oM2P
Perf Child 831,Test,perfchild_act_0410_s1_831,Compro11,R6Zh-GKvc
Perf Child 832,Test,perfchild_act_0410_s1_832,Compro11,3Hte-j4Gr
Perf Child 833,Test,perfchild_act_0410_s1_833,Compro11,wy62-jwoH
Perf Child 834,Test,perfchild_act_0410_s1_834,Compro11,79uc-6pkX
Perf Child 835,Test,perfchild_act_0410_s1_835,Compro11,dX7E-pRp3
Perf Child 836,Test,perfchild_act_0410_s1_836,Compro11,Ks4Q-DQjb
Perf Child 837,Test,perfchild_act_0410_s1_837,Compro11,kbg2-78Gd
Perf Child 838,Test,perfchild_act_0410_s1_838,Compro11,rf6Z-io4Y
Perf Child 839,Test,perfchild_act_0410_s1_839,Compro11,v7kq-zsdj
Perf Child 840,Test,perfchild_act_0410_s1_840,Compro11,QgjT-f4y8
Perf Child 841,Test,perfchild_act_0410_s1_841,Compro11,8iog-4N9K
Perf Child 842,Test,perfchild_act_0410_s1_842,Compro11,M8VP-d6dr
Perf Child 843,Test,perfchild_act_0410_s1_843,Compro11,hbrw-sbh2
Perf Child 844,Test,perfchild_act_0410_s1_844,Compro11,3G9a-We94
Perf Child 845,Test,perfchild_act_0410_s1_845,Compro11,vy28-6pPL
Perf Child 846,Test,perfchild_act_0410_s1_846,Compro11,u68V-mbyo
Perf Child 847,Test,perfchild_act_0410_s1_847,Compro11,Nmo8-ozNK
Perf Child 848,Test,perfchild_act_0410_s1_848,Compro11,zjeQ-6Pnx
Perf Child 849,Test,perfchild_act_0410_s1_849,Compro11,6u3V-TueW
Perf Child 850,Test,perfchild_act_0410_s1_850,Compro11,p6nL-YGMr
Perf Child 851,Test,perfchild_act_0410_s1_851,Compro11,XeR9-sQ7d
Perf Child 852,Test,perfchild_act_0410_s1_852,Compro11,nc7g-Jtcq
Perf Child 853,Test,perfchild_act_0410_s1_853,Compro11,9DQZ-Xd8y
Perf Child 854,Test,perfchild_act_0410_s1_854,Compro11,zUai-vE47
Perf Child 855,Test,perfchild_act_0410_s1_855,Compro11,kLVo-9qsg
Perf Child 856,Test,perfchild_act_0410_s1_856,Compro11,aq9A-QH7W
Perf Child 857,Test,perfchild_act_0410_s1_857,Compro11,MdQ3-V7ZN
Perf Child 858,Test,perfchild_act_0410_s1_858,Compro11,32f2-xpYh
Perf Child 859,Test,perfchild_act_0410_s1_859,Compro11,4mB9-b4Ke
Perf Child 860,Test,perfchild_act_0410_s1_860,Compro11,c8Km-th2n
Perf Child 861,Test,perfchild_act_0410_s1_861,Compro11,29E7-HyUd
Perf Child 862,Test,perfchild_act_0410_s1_862,Compro11,V36b-7kZ3
Perf Child 863,Test,perfchild_act_0410_s1_863,Compro11,6WK6-zbiB
Perf Child 864,Test,perfchild_act_0410_s1_864,Compro11,3kMX-vCWL
Perf Child 865,Test,perfchild_act_0410_s1_865,Compro11,yT2i-eVGT
Perf Child 866,Test,perfchild_act_0410_s1_866,Compro11,NizM-mCqy
Perf Child 867,Test,perfchild_act_0410_s1_867,Compro11,v328-jCV2
Perf Child 868,Test,perfchild_act_0410_s1_868,Compro11,QxD7-KMqt
Perf Child 869,Test,perfchild_act_0410_s1_869,Compro11,3Q8v-8j36
Perf Child 870,Test,perfchild_act_0410_s1_870,Compro11,8Ne7-Q3X3
Perf Child 871,Test,perfchild_act_0410_s1_871,Compro11,eX4v-TKWk
Perf Child 872,Test,perfchild_act_0410_s1_872,Compro11,we8Y-4f6y
Perf Child 873,Test,perfchild_act_0410_s1_873,Compro11,4Vj9-ktN7
Perf Child 874,Test,perfchild_act_0410_s1_874,Compro11,BX4y-vR67
Perf Child 875,Test,perfchild_act_0410_s1_875,Compro11,3dq7-Gwxp
Perf Child 876,Test,perfchild_act_0410_s1_876,Compro11,Jsv2-DMgt
Perf Child 877,Test,perfchild_act_0410_s1_877,Compro11,9mw9-xHYU
Perf Child 878,Test,perfchild_act_0410_s1_878,Compro11,8eYV-NriP
Perf Child 879,Test,perfchild_act_0410_s1_879,Compro11,W436-4WKN
Perf Child 880,Test,perfchild_act_0410_s1_880,Compro11,2pkg-if4W
Perf Child 881,Test,perfchild_act_0410_s1_881,Compro11,J84V-CsJ6
Perf Child 882,Test,perfchild_act_0410_s1_882,Compro11,w68k-4K8T
Perf Child 883,Test,perfchild_act_0410_s1_883,Compro11,4HnK-G8oa
Perf Child 884,Test,perfchild_act_0410_s1_884,Compro11,n4kh-Qo8P
Perf Child 885,Test,perfchild_act_0410_s1_885,Compro11,CE4R-Lsgb
Perf Child 886,Test,perfchild_act_0410_s1_886,Compro11,K2f2-4BvH
Perf Child 887,Test,perfchild_act_0410_s1_887,Compro11,47vU-67G6
Perf Child 888,Test,perfchild_act_0410_s1_888,Compro11,Jp2m-G4RG
Perf Child 889,Test,perfchild_act_0410_s1_889,Compro11,c4kd-Nv43
Perf Child 890,Test,perfchild_act_0410_s1_890,Compro11,6CfC-ArTw
Perf Child 891,Test,perfchild_act_0410_s1_891,Compro11,Eyq4-Kchg
Perf Child 892,Test,perfchild_act_0410_s1_892,Compro11,jtqh-niGf
Perf Child 893,Test,perfchild_act_0410_s1_893,Compro11,v2W2-KB97
Perf Child 894,Test,perfchild_act_0410_s1_894,Compro11,4867-3TeC
Perf Child 895,Test,perfchild_act_0410_s1_895,Compro11,n7F3-73TR
Perf Child 896,Test,perfchild_act_0410_s1_896,Compro11,EP2t-a6bG
Perf Child 897,Test,perfchild_act_0410_s1_897,Compro11,2zv8-n3pW
Perf Child 898,Test,perfchild_act_0410_s1_898,Compro11,pkC8-m7By
Perf Child 899,Test,perfchild_act_0410_s1_899,Compro11,j6Nf-8v6q
Perf Child 900,Test,perfchild_act_0410_s1_900,Compro11,A37j-2Ho8
Perf Child 901,Test,perfchild_act_0410_s1_901,Compro11,a62M-oc79
Perf Child 902,Test,perfchild_act_0410_s1_902,Compro11,xF38-zYXj
Perf Child 903,Test,perfchild_act_0410_s1_903,Compro11,73Ni-73E9
Perf Child 904,Test,perfchild_act_0410_s1_904,Compro11,4Aop-xXgw
Perf Child 905,Test,perfchild_act_0410_s1_905,Compro11,nxYG-rw4U
Perf Child 906,Test,perfchild_act_0410_s1_906,Compro11,4zE2-EKQX
Perf Child 907,Test,perfchild_act_0410_s1_907,Compro11,282x-iXR8
Perf Child 908,Test,perfchild_act_0410_s1_908,Compro11,MprX-7J6y
Perf Child 909,Test,perfchild_act_0410_s1_909,Compro11,pFPD-gc8n
Perf Child 910,Test,perfchild_act_0410_s1_910,Compro11,627n-oM2P
Perf Child 911,Test,perfchild_act_0410_s1_911,Compro11,R6Zh-GKvc
Perf Child 912,Test,perfchild_act_0410_s1_912,Compro11,3Hte-j4Gr
Perf Child 913,Test,perfchild_act_0410_s1_913,Compro11,wy62-jwoH
Perf Child 914,Test,perfchild_act_0410_s1_914,Compro11,79uc-6pkX
Perf Child 915,Test,perfchild_act_0410_s1_915,Compro11,dX7E-pRp3
Perf Child 916,Test,perfchild_act_0410_s1_916,Compro11,Ks4Q-DQjb
Perf Child 917,Test,perfchild_act_0410_s1_917,Compro11,kbg2-78Gd
Perf Child 918,Test,perfchild_act_0410_s1_918,Compro11,rf6Z-io4Y
Perf Child 919,Test,perfchild_act_0410_s1_919,Compro11,v7kq-zsdj
Perf Child 920,Test,perfchild_act_0410_s1_920,Compro11,QgjT-f4y8
Perf Child 921,Test,perfchild_act_0410_s1_921,Compro11,8iog-4N9K
Perf Child 922,Test,perfchild_act_0410_s1_922,Compro11,M8VP-d6dr
Perf Child 923,Test,perfchild_act_0410_s1_923,Compro11,hbrw-sbh2
Perf Child 924,Test,perfchild_act_0410_s1_924,Compro11,3G9a-We94
Perf Child 925,Test,perfchild_act_0410_s1_925,Compro11,vy28-6pPL
Perf Child 926,Test,perfchild_act_0410_s1_926,Compro11,u68V-mbyo
Perf Child 927,Test,perfchild_act_0410_s1_927,Compro11,Nmo8-ozNK
Perf Child 928,Test,perfchild_act_0410_s1_928,Compro11,zjeQ-6Pnx
Perf Child 929,Test,perfchild_act_0410_s1_929,Compro11,6u3V-TueW
Perf Child 930,Test,perfchild_act_0410_s1_930,Compro11,p6nL-YGMr
Perf Child 931,Test,perfchild_act_0410_s1_931,Compro11,XeR9-sQ7d
Perf Child 932,Test,perfchild_act_0410_s1_932,Compro11,nc7g-Jtcq
Perf Child 933,Test,perfchild_act_0410_s1_933,Compro11,9DQZ-Xd8y
Perf Child 934,Test,perfchild_act_0410_s1_934,Compro11,zUai-vE47
Perf Child 935,Test,perfchild_act_0410_s1_935,Compro11,kLVo-9qsg
Perf Child 936,Test,perfchild_act_0410_s1_936,Compro11,aq9A-QH7W
Perf Child 937,Test,perfchild_act_0410_s1_937,Compro11,MdQ3-V7ZN
Perf Child 938,Test,perfchild_act_0410_s1_938,Compro11,32f2-xpYh
Perf Child 939,Test,perfchild_act_0410_s1_939,Compro11,4mB9-b4Ke
Perf Child 940,Test,perfchild_act_0410_s1_940,Compro11,c8Km-th2n
Perf Child 941,Test,perfchild_act_0410_s1_941,Compro11,29E7-HyUd
Perf Child 942,Test,perfchild_act_0410_s1_942,Compro11,V36b-7kZ3
Perf Child 943,Test,perfchild_act_0410_s1_943,Compro11,6WK6-zbiB
Perf Child 944,Test,perfchild_act_0410_s1_944,Compro11,3kMX-vCWL
Perf Child 945,Test,perfchild_act_0410_s1_945,Compro11,yT2i-eVGT
Perf Child 946,Test,perfchild_act_0410_s1_946,Compro11,NizM-mCqy
Perf Child 947,Test,perfchild_act_0410_s1_947,Compro11,v328-jCV2
Perf Child 948,Test,perfchild_act_0410_s1_948,Compro11,QxD7-KMqt
Perf Child 949,Test,perfchild_act_0410_s1_949,Compro11,3Q8v-8j36
Perf Child 950,Test,perfchild_act_0410_s1_950,Compro11,8Ne7-Q3X3
Perf Child 951,Test,perfchild_act_0410_s1_951,Compro11,eX4v-TKWk
Perf Child 952,Test,perfchild_act_0410_s1_952,Compro11,we8Y-4f6y
Perf Child 953,Test,perfchild_act_0410_s1_953,Compro11,4Vj9-ktN7
Perf Child 954,Test,perfchild_act_0410_s1_954,Compro11,BX4y-vR67
Perf Child 955,Test,perfchild_act_0410_s1_955,Compro11,3dq7-Gwxp
Perf Child 956,Test,perfchild_act_0410_s1_956,Compro11,Jsv2-DMgt
Perf Child 957,Test,perfchild_act_0410_s1_957,Compro11,9mw9-xHYU
Perf Child 958,Test,perfchild_act_0410_s1_958,Compro11,8eYV-NriP
Perf Child 959,Test,perfchild_act_0410_s1_959,Compro11,W436-4WKN
Perf Child 960,Test,perfchild_act_0410_s1_960,Compro11,2pkg-if4W
Perf Child 961,Test,perfchild_act_0410_s1_961,Compro11,J84V-CsJ6
Perf Child 962,Test,perfchild_act_0410_s1_962,Compro11,w68k-4K8T
Perf Child 963,Test,perfchild_act_0410_s1_963,Compro11,4HnK-G8oa
Perf Child 964,Test,perfchild_act_0410_s1_964,Compro11,n4kh-Qo8P
Perf Child 965,Test,perfchild_act_0410_s1_965,Compro11,CE4R-Lsgb
Perf Child 966,Test,perfchild_act_0410_s1_966,Compro11,K2f2-4BvH
Perf Child 967,Test,perfchild_act_0410_s1_967,Compro11,47vU-67G6
Perf Child 968,Test,perfchild_act_0410_s1_968,Compro11,Jp2m-G4RG
Perf Child 969,Test,perfchild_act_0410_s1_969,Compro11,c4kd-Nv43
Perf Child 970,Test,perfchild_act_0410_s1_970,Compro11,6CfC-ArTw
Perf Child 971,Test,perfchild_act_0410_s1_971,Compro11,Eyq4-Kchg
Perf Child 972,Test,perfchild_act_0410_s1_972,Compro11,jtqh-niGf
Perf Child 973,Test,perfchild_act_0410_s1_973,Compro11,v2W2-KB97
Perf Child 974,Test,perfchild_act_0410_s1_974,Compro11,4867-3TeC
Perf Child 975,Test,perfchild_act_0410_s1_975,Compro11,n7F3-73TR
Perf Child 976,Test,perfchild_act_0410_s1_976,Compro11,EP2t-a6bG
Perf Child 977,Test,perfchild_act_0410_s1_977,Compro11,2zv8-n3pW
Perf Child 978,Test,perfchild_act_0410_s1_978,Compro11,pkC8-m7By
Perf Child 979,Test,perfchild_act_0410_s1_979,Compro11,j6Nf-8v6q
Perf Child 980,Test,perfchild_act_0410_s1_980,Compro11,A37j-2Ho8
Perf Child 981,Test,perfchild_act_0410_s1_981,Compro11,a62M-oc79
Perf Child 982,Test,perfchild_act_0410_s1_982,Compro11,xF38-zYXj
Perf Child 983,Test,perfchild_act_0410_s1_983,Compro11,73Ni-73E9
Perf Child 984,Test,perfchild_act_0410_s1_984,Compro11,4Aop-xXgw
Perf Child 985,Test,perfchild_act_0410_s1_985,Compro11,nxYG-rw4U
Perf Child 986,Test,perfchild_act_0410_s1_986,Compro11,4zE2-EKQX
Perf Child 987,Test,perfchild_act_0410_s1_987,Compro11,282x-iXR8
Perf Child 988,Test,perfchild_act_0410_s1_988,Compro11,MprX-7J6y
Perf Child 989,Test,perfchild_act_0410_s1_989,Compro11,pFPD-gc8n
Perf Child 990,Test,perfchild_act_0410_s1_990,Compro11,627n-oM2P
Perf Child 991,Test,perfchild_act_0410_s1_991,Compro11,R6Zh-GKvc
Perf Child 992,Test,perfchild_act_0410_s1_992,Compro11,3Hte-j4Gr
Perf Child 993,Test,perfchild_act_0410_s1_993,Compro11,wy62-jwoH
Perf Child 994,Test,perfchild_act_0410_s1_994,Compro11,79uc-6pkX
Perf Child 995,Test,perfchild_act_0410_s1_995,Compro11,dX7E-pRp3
Perf Child 996,Test,perfchild_act_0410_s1_996,Compro11,Ks4Q-DQjb
Perf Child 997,Test,perfchild_act_0410_s1_997,Compro11,kbg2-78Gd
Perf Child 998,Test,perfchild_act_0410_s1_998,Compro11,rf6Z-io4Y
Perf Child 999,Test,perfchild_act_0410_s1_999,Compro11,v7kq-zsdj
Perf Child 1000,Test,perfchild_act_0410_s1_1000,Compro11,QgjT-f4y8
