Student's First name,Student's Last name,Username,Password,Class key
Perf Child 1201,Test,perfchild_act_0410_s1_1201,Compro11,J84V-CsJ6
Perf Child 1202,Test,perfchild_act_0410_s1_1202,Compro11,w68k-4K8T
Perf Child 1203,Test,perfchild_act_0410_s1_1203,Compro11,4HnK-G8oa
Perf Child 1204,Test,perfchild_act_0410_s1_1204,Compro11,n4kh-Qo8P
Perf Child 1205,Test,perfchild_act_0410_s1_1205,Compro11,CE4R-Lsgb
Perf Child 1206,Test,perfchild_act_0410_s1_1206,Compro11,K2f2-4BvH
Perf Child 1207,Test,perfchild_act_0410_s1_1207,Compro11,47vU-67G6
Perf Child 1208,Test,perfchild_act_0410_s1_1208,Compro11,Jp2m-G4RG
Perf Child 1209,Test,perfchild_act_0410_s1_1209,Compro11,c4kd-Nv43
Perf Child 1210,Test,perfchild_act_0410_s1_1210,Compro11,6CfC-ArTw
Perf Child 1211,Test,perfchild_act_0410_s1_1211,Compro11,Eyq4-Kchg
Perf Child 1212,Test,perfchild_act_0410_s1_1212,Compro11,jtqh-niGf
Perf Child 1213,Test,perfchild_act_0410_s1_1213,Compro11,v2W2-KB97
Perf Child 1214,Test,perfchild_act_0410_s1_1214,Compro11,4867-3TeC
Perf Child 1215,Test,perfchild_act_0410_s1_1215,Compro11,n7F3-73TR
Perf Child 1216,Test,perfchild_act_0410_s1_1216,Compro11,EP2t-a6bG
Perf Child 1217,Test,perfchild_act_0410_s1_1217,Compro11,2zv8-n3pW
Perf Child 1218,Test,perfchild_act_0410_s1_1218,Compro11,pkC8-m7By
Perf Child 1219,Test,perfchild_act_0410_s1_1219,Compro11,j6Nf-8v6q
Perf Child 1220,Test,perfchild_act_0410_s1_1220,Compro11,A37j-2Ho8
Perf Child 1221,Test,perfchild_act_0410_s1_1221,Compro11,a62M-oc79
Perf Child 1222,Test,perfchild_act_0410_s1_1222,Compro11,xF38-zYXj
Perf Child 1223,Test,perfchild_act_0410_s1_1223,Compro11,73Ni-73E9
Perf Child 1224,Test,perfchild_act_0410_s1_1224,Compro11,4Aop-xXgw
Perf Child 1225,Test,perfchild_act_0410_s1_1225,Compro11,nxYG-rw4U
Perf Child 1226,Test,perfchild_act_0410_s1_1226,Compro11,4zE2-EKQX
Perf Child 1227,Test,perfchild_act_0410_s1_1227,Compro11,282x-iXR8
Perf Child 1228,Test,perfchild_act_0410_s1_1228,Compro11,MprX-7J6y
Perf Child 1229,Test,perfchild_act_0410_s1_1229,Compro11,pFPD-gc8n
Perf Child 1230,Test,perfchild_act_0410_s1_1230,Compro11,627n-oM2P
Perf Child 1231,Test,perfchild_act_0410_s1_1231,Compro11,R6Zh-GKvc
Perf Child 1232,Test,perfchild_act_0410_s1_1232,Compro11,3Hte-j4Gr
Perf Child 1233,Test,perfchild_act_0410_s1_1233,Compro11,wy62-jwoH
Perf Child 1234,Test,perfchild_act_0410_s1_1234,Compro11,79uc-6pkX
Perf Child 1235,Test,perfchild_act_0410_s1_1235,Compro11,dX7E-pRp3
Perf Child 1236,Test,perfchild_act_0410_s1_1236,Compro11,Ks4Q-DQjb
Perf Child 1237,Test,perfchild_act_0410_s1_1237,Compro11,kbg2-78Gd
Perf Child 1238,Test,perfchild_act_0410_s1_1238,Compro11,rf6Z-io4Y
Perf Child 1239,Test,perfchild_act_0410_s1_1239,Compro11,v7kq-zsdj
Perf Child 1240,Test,perfchild_act_0410_s1_1240,Compro11,QgjT-f4y8
Perf Child 1241,Test,perfchild_act_0410_s1_1241,Compro11,8iog-4N9K
Perf Child 1242,Test,perfchild_act_0410_s1_1242,Compro11,M8VP-d6dr
Perf Child 1243,Test,perfchild_act_0410_s1_1243,Compro11,hbrw-sbh2
Perf Child 1244,Test,perfchild_act_0410_s1_1244,Compro11,3G9a-We94
Perf Child 1245,Test,perfchild_act_0410_s1_1245,Compro11,vy28-6pPL
Perf Child 1246,Test,perfchild_act_0410_s1_1246,Compro11,u68V-mbyo
Perf Child 1247,Test,perfchild_act_0410_s1_1247,Compro11,Nmo8-ozNK
Perf Child 1248,Test,perfchild_act_0410_s1_1248,Compro11,zjeQ-6Pnx
Perf Child 1249,Test,perfchild_act_0410_s1_1249,Compro11,6u3V-TueW
Perf Child 1250,Test,perfchild_act_0410_s1_1250,Compro11,p6nL-YGMr
Perf Child 1251,Test,perfchild_act_0410_s1_1251,Compro11,XeR9-sQ7d
Perf Child 1252,Test,perfchild_act_0410_s1_1252,Compro11,nc7g-Jtcq
Perf Child 1253,Test,perfchild_act_0410_s1_1253,Compro11,9DQZ-Xd8y
Perf Child 1254,Test,perfchild_act_0410_s1_1254,Compro11,zUai-vE47
Perf Child 1255,Test,perfchild_act_0410_s1_1255,Compro11,kLVo-9qsg
Perf Child 1256,Test,perfchild_act_0410_s1_1256,Compro11,aq9A-QH7W
Perf Child 1257,Test,perfchild_act_0410_s1_1257,Compro11,MdQ3-V7ZN
Perf Child 1258,Test,perfchild_act_0410_s1_1258,Compro11,32f2-xpYh
Perf Child 1259,Test,perfchild_act_0410_s1_1259,Compro11,4mB9-b4Ke
Perf Child 1260,Test,perfchild_act_0410_s1_1260,Compro11,c8Km-th2n
Perf Child 1261,Test,perfchild_act_0410_s1_1261,Compro11,29E7-HyUd
Perf Child 1262,Test,perfchild_act_0410_s1_1262,Compro11,V36b-7kZ3
Perf Child 1263,Test,perfchild_act_0410_s1_1263,Compro11,6WK6-zbiB
Perf Child 1264,Test,perfchild_act_0410_s1_1264,Compro11,3kMX-vCWL
Perf Child 1265,Test,perfchild_act_0410_s1_1265,Compro11,yT2i-eVGT
Perf Child 1266,Test,perfchild_act_0410_s1_1266,Compro11,NizM-mCqy
Perf Child 1267,Test,perfchild_act_0410_s1_1267,Compro11,v328-jCV2
Perf Child 1268,Test,perfchild_act_0410_s1_1268,Compro11,QxD7-KMqt
Perf Child 1269,Test,perfchild_act_0410_s1_1269,Compro11,3Q8v-8j36
Perf Child 1270,Test,perfchild_act_0410_s1_1270,Compro11,8Ne7-Q3X3
Perf Child 1271,Test,perfchild_act_0410_s1_1271,Compro11,eX4v-TKWk
Perf Child 1272,Test,perfchild_act_0410_s1_1272,Compro11,we8Y-4f6y
Perf Child 1273,Test,perfchild_act_0410_s1_1273,Compro11,4Vj9-ktN7
Perf Child 1274,Test,perfchild_act_0410_s1_1274,Compro11,BX4y-vR67
Perf Child 1275,Test,perfchild_act_0410_s1_1275,Compro11,3dq7-Gwxp
Perf Child 1276,Test,perfchild_act_0410_s1_1276,Compro11,Jsv2-DMgt
Perf Child 1277,Test,perfchild_act_0410_s1_1277,Compro11,9mw9-xHYU
Perf Child 1278,Test,perfchild_act_0410_s1_1278,Compro11,8eYV-NriP
Perf Child 1279,Test,perfchild_act_0410_s1_1279,Compro11,W436-4WKN
Perf Child 1280,Test,perfchild_act_0410_s1_1280,Compro11,2pkg-if4W
Perf Child 1281,Test,perfchild_act_0410_s1_1281,Compro11,J84V-CsJ6
Perf Child 1282,Test,perfchild_act_0410_s1_1282,Compro11,w68k-4K8T
Perf Child 1283,Test,perfchild_act_0410_s1_1283,Compro11,4HnK-G8oa
Perf Child 1284,Test,perfchild_act_0410_s1_1284,Compro11,n4kh-Qo8P
Perf Child 1285,Test,perfchild_act_0410_s1_1285,Compro11,CE4R-Lsgb
Perf Child 1286,Test,perfchild_act_0410_s1_1286,Compro11,K2f2-4BvH
Perf Child 1287,Test,perfchild_act_0410_s1_1287,Compro11,47vU-67G6
Perf Child 1288,Test,perfchild_act_0410_s1_1288,Compro11,Jp2m-G4RG
Perf Child 1289,Test,perfchild_act_0410_s1_1289,Compro11,c4kd-Nv43
Perf Child 1290,Test,perfchild_act_0410_s1_1290,Compro11,6CfC-ArTw
Perf Child 1291,Test,perfchild_act_0410_s1_1291,Compro11,Eyq4-Kchg
Perf Child 1292,Test,perfchild_act_0410_s1_1292,Compro11,jtqh-niGf
Perf Child 1293,Test,perfchild_act_0410_s1_1293,Compro11,v2W2-KB97
Perf Child 1294,Test,perfchild_act_0410_s1_1294,Compro11,4867-3TeC
Perf Child 1295,Test,perfchild_act_0410_s1_1295,Compro11,n7F3-73TR
Perf Child 1296,Test,perfchild_act_0410_s1_1296,Compro11,EP2t-a6bG
Perf Child 1297,Test,perfchild_act_0410_s1_1297,Compro11,2zv8-n3pW
Perf Child 1298,Test,perfchild_act_0410_s1_1298,Compro11,pkC8-m7By
Perf Child 1299,Test,perfchild_act_0410_s1_1299,Compro11,j6Nf-8v6q
Perf Child 1300,Test,perfchild_act_0410_s1_1300,Compro11,A37j-2Ho8
Perf Child 1301,Test,perfchild_act_0410_s1_1301,Compro11,a62M-oc79
Perf Child 1302,Test,perfchild_act_0410_s1_1302,Compro11,xF38-zYXj
Perf Child 1303,Test,perfchild_act_0410_s1_1303,Compro11,73Ni-73E9
Perf Child 1304,Test,perfchild_act_0410_s1_1304,Compro11,4Aop-xXgw
Perf Child 1305,Test,perfchild_act_0410_s1_1305,Compro11,nxYG-rw4U
Perf Child 1306,Test,perfchild_act_0410_s1_1306,Compro11,4zE2-EKQX
Perf Child 1307,Test,perfchild_act_0410_s1_1307,Compro11,282x-iXR8
Perf Child 1308,Test,perfchild_act_0410_s1_1308,Compro11,MprX-7J6y
Perf Child 1309,Test,perfchild_act_0410_s1_1309,Compro11,pFPD-gc8n
Perf Child 1310,Test,perfchild_act_0410_s1_1310,Compro11,627n-oM2P
Perf Child 1311,Test,perfchild_act_0410_s1_1311,Compro11,R6Zh-GKvc
Perf Child 1312,Test,perfchild_act_0410_s1_1312,Compro11,3Hte-j4Gr
Perf Child 1313,Test,perfchild_act_0410_s1_1313,Compro11,wy62-jwoH
Perf Child 1314,Test,perfchild_act_0410_s1_1314,Compro11,79uc-6pkX
Perf Child 1315,Test,perfchild_act_0410_s1_1315,Compro11,dX7E-pRp3
Perf Child 1316,Test,perfchild_act_0410_s1_1316,Compro11,Ks4Q-DQjb
Perf Child 1317,Test,perfchild_act_0410_s1_1317,Compro11,kbg2-78Gd
Perf Child 1318,Test,perfchild_act_0410_s1_1318,Compro11,rf6Z-io4Y
Perf Child 1319,Test,perfchild_act_0410_s1_1319,Compro11,v7kq-zsdj
Perf Child 1320,Test,perfchild_act_0410_s1_1320,Compro11,QgjT-f4y8
Perf Child 1321,Test,perfchild_act_0410_s1_1321,Compro11,8iog-4N9K
Perf Child 1322,Test,perfchild_act_0410_s1_1322,Compro11,M8VP-d6dr
Perf Child 1323,Test,perfchild_act_0410_s1_1323,Compro11,hbrw-sbh2
Perf Child 1324,Test,perfchild_act_0410_s1_1324,Compro11,3G9a-We94
Perf Child 1325,Test,perfchild_act_0410_s1_1325,Compro11,vy28-6pPL
Perf Child 1326,Test,perfchild_act_0410_s1_1326,Compro11,u68V-mbyo
Perf Child 1327,Test,perfchild_act_0410_s1_1327,Compro11,Nmo8-ozNK
Perf Child 1328,Test,perfchild_act_0410_s1_1328,Compro11,zjeQ-6Pnx
Perf Child 1329,Test,perfchild_act_0410_s1_1329,Compro11,6u3V-TueW
Perf Child 1330,Test,perfchild_act_0410_s1_1330,Compro11,p6nL-YGMr
Perf Child 1331,Test,perfchild_act_0410_s1_1331,Compro11,XeR9-sQ7d
Perf Child 1332,Test,perfchild_act_0410_s1_1332,Compro11,nc7g-Jtcq
Perf Child 1333,Test,perfchild_act_0410_s1_1333,Compro11,9DQZ-Xd8y
Perf Child 1334,Test,perfchild_act_0410_s1_1334,Compro11,zUai-vE47
Perf Child 1335,Test,perfchild_act_0410_s1_1335,Compro11,kLVo-9qsg
Perf Child 1336,Test,perfchild_act_0410_s1_1336,Compro11,aq9A-QH7W
Perf Child 1337,Test,perfchild_act_0410_s1_1337,Compro11,MdQ3-V7ZN
Perf Child 1338,Test,perfchild_act_0410_s1_1338,Compro11,32f2-xpYh
Perf Child 1339,Test,perfchild_act_0410_s1_1339,Compro11,4mB9-b4Ke
Perf Child 1340,Test,perfchild_act_0410_s1_1340,Compro11,c8Km-th2n
Perf Child 1341,Test,perfchild_act_0410_s1_1341,Compro11,29E7-HyUd
Perf Child 1342,Test,perfchild_act_0410_s1_1342,Compro11,V36b-7kZ3
Perf Child 1343,Test,perfchild_act_0410_s1_1343,Compro11,6WK6-zbiB
Perf Child 1344,Test,perfchild_act_0410_s1_1344,Compro11,3kMX-vCWL
Perf Child 1345,Test,perfchild_act_0410_s1_1345,Compro11,yT2i-eVGT
Perf Child 1346,Test,perfchild_act_0410_s1_1346,Compro11,NizM-mCqy
Perf Child 1347,Test,perfchild_act_0410_s1_1347,Compro11,v328-jCV2
Perf Child 1348,Test,perfchild_act_0410_s1_1348,Compro11,QxD7-KMqt
Perf Child 1349,Test,perfchild_act_0410_s1_1349,Compro11,3Q8v-8j36
Perf Child 1350,Test,perfchild_act_0410_s1_1350,Compro11,8Ne7-Q3X3
Perf Child 1351,Test,perfchild_act_0410_s1_1351,Compro11,eX4v-TKWk
