Class name,Start date DD/MM/YYYY,End date DD/MM/YYYY,Teacher 1,Teacher 2 (optional),Teacher 3 (optional),Teacher 4 (optional),Teacher 5 (optional),Teacher 6 (optional),Teacher 7 (optional),Teacher 8 (optional),Teacher 9 (optional),Teacher 10 (optional)
PerfClass_26082020124855_1,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_1@yopmail.com
PerfClass_26082020124855_2,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_2@yopmail.com
PerfClass_26082020124855_3,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_3@yopmail.com
PerfClass_26082020124855_4,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_4@yopmail.com
PerfClass_26082020124855_5,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_5@yopmail.com
PerfClass_26082020124855_6,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_6@yopmail.com
PerfClass_26082020124855_7,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_7@yopmail.com
PerfClass_26082020124855_8,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_8@yopmail.com
PerfClass_26082020124855_9,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_9@yopmail.com
PerfClass_26082020124855_10,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_10@yopmail.com
PerfClass_26082020124855_11,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_11@yopmail.com
PerfClass_26082020124855_12,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_12@yopmail.com
PerfClass_26082020124855_13,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_13@yopmail.com
PerfClass_26082020124855_14,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_14@yopmail.com
PerfClass_26082020124855_15,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_15@yopmail.com
PerfClass_26082020124855_16,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_16@yopmail.com
PerfClass_26082020124855_17,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_17@yopmail.com
PerfClass_26082020124855_18,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_18@yopmail.com
PerfClass_26082020124855_19,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_19@yopmail.com
PerfClass_26082020124855_20,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_20@yopmail.com
PerfClass_26082020124855_21,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_21@yopmail.com
