Class name,Start date DD/MM/YYYY,End date DD/MM/YYYY,Teacher 1,Teacher 2 (optional),Teacher 3 (optional),Teacher 4 (optional),Teacher 5 (optional),Teacher 6 (optional),Teacher 7 (optional),Teacher 8 (optional),Teacher 9 (optional),Teacher 10 (optional)
PerfClass_26082020124942_1,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_1@yopmail.com
PerfClass_26082020124942_2,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_2@yopmail.com
PerfClass_26082020124942_3,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_3@yopmail.com
PerfClass_26082020124942_4,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_4@yopmail.com
PerfClass_26082020124942_5,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_5@yopmail.com
PerfClass_26082020124942_6,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_6@yopmail.com
PerfClass_26082020124942_7,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_7@yopmail.com
PerfClass_26082020124942_8,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_8@yopmail.com
PerfClass_26082020124942_9,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_9@yopmail.com
PerfClass_26082020124942_10,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_10@yopmail.com
PerfClass_26082020124942_11,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_11@yopmail.com
PerfClass_26082020124942_12,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_12@yopmail.com
PerfClass_26082020124942_13,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_13@yopmail.com
PerfClass_26082020124942_14,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_14@yopmail.com
PerfClass_26082020124942_15,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_15@yopmail.com
PerfClass_26082020124942_16,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_16@yopmail.com
PerfClass_26082020124942_17,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_17@yopmail.com
PerfClass_26082020124942_18,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_18@yopmail.com
PerfClass_26082020124942_19,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_19@yopmail.com
PerfClass_26082020124942_20,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_20@yopmail.com
PerfClass_26082020124942_21,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_21@yopmail.com
PerfClass_26082020124942_22,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_22@yopmail.com
PerfClass_26082020124942_23,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_23@yopmail.com
PerfClass_26082020124942_24,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_24@yopmail.com
PerfClass_26082020124942_25,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_25@yopmail.com
Class name,Start date DD/MM/YYYY,End date DD/MM/YYYY,Teacher 1,Teacher 2 (optional),Teacher 3 (optional),Teacher 4 (optional),Teacher 5 (optional),Teacher 6 (optional),Teacher 7 (optional),Teacher 8 (optional),Teacher 9 (optional),Teacher 10 (optional)
PerfClass_26082020124942_26,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_26@yopmail.com
PerfClass_26082020124942_27,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_27@yopmail.com
PerfClass_26082020124942_28,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_28@yopmail.com
PerfClass_26082020124942_29,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_29@yopmail.com
PerfClass_26082020124942_30,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_30@yopmail.com
PerfClass_26082020124942_31,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_31@yopmail.com
PerfClass_26082020124942_32,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_32@yopmail.com
PerfClass_26082020124942_33,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_33@yopmail.com
PerfClass_26082020124942_34,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_34@yopmail.com
PerfClass_26082020124942_35,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_35@yopmail.com
PerfClass_26082020124942_36,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_36@yopmail.com
PerfClass_26082020124942_37,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_37@yopmail.com
PerfClass_26082020124942_38,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_38@yopmail.com
PerfClass_26082020124942_39,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_39@yopmail.com
PerfClass_26082020124942_40,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_40@yopmail.com
PerfClass_26082020124942_41,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_41@yopmail.com
PerfClass_26082020124942_42,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_42@yopmail.com
