Student's First name,Student's Last name,Username,Password,Class key
Perf Child 2801,Test,perfchild_account_2712_s1_2801,Compro11,6Fp8-wK8h
Perf Child 2802,Test,perfchild_account_2712_s1_2802,Compro11,48iK-J69r
Perf Child 2803,Test,perfchild_account_2712_s1_2803,Compro11,eRiD-P3pC
Perf Child 2804,Test,perfchild_account_2712_s1_2804,Compro11,NQ2y-nMnm
Perf Child 2805,Test,perfchild_account_2712_s1_2805,Compro11,MNGw-a39N
Perf Child 2806,Test,perfchild_account_2712_s1_2806,Compro11,XZo7-Dj23
Perf Child 2807,Test,perfchild_account_2712_s1_2807,Compro11,TuZD-k6N4
Perf Child 2808,Test,perfchild_account_2712_s1_2808,Compro11,Dcp8-Na9k
Perf Child 2809,Test,perfchild_account_2712_s1_2809,Compro11,pt4f-3LVp
Perf Child 2810,Test,perfchild_account_2712_s1_2810,Compro11,48c9-ABjP
Perf Child 2811,Test,perfchild_account_2712_s1_2811,Compro11,e7jb-WL2M
Perf Child 2812,Test,perfchild_account_2712_s1_2812,Compro11,peZG-LPkw
Perf Child 2813,Test,perfchild_account_2712_s1_2813,Compro11,2rTF-mXB9
Perf Child 2814,Test,perfchild_account_2712_s1_2814,Compro11,Pqsb-4z2w
Perf Child 2815,Test,perfchild_account_2712_s1_2815,Compro11,MToZ-27Mh
Perf Child 2816,Test,perfchild_account_2712_s1_2816,Compro11,XdUc-7323
Perf Child 2817,Test,perfchild_account_2712_s1_2817,Compro11,43qb-oijZ
Perf Child 2818,Test,perfchild_account_2712_s1_2818,Compro11,Uvk6-cE4z
Perf Child 2819,Test,perfchild_account_2712_s1_2819,Compro11,t2kW-4y9c
Perf Child 2820,Test,perfchild_account_2712_s1_2820,Compro11,j6i3-gsTE
Perf Child 2821,Test,perfchild_account_2712_s1_2821,Compro11,fAV4-PtoL
Perf Child 2822,Test,perfchild_account_2712_s1_2822,Compro11,i4MN-qwUJ
Perf Child 2823,Test,perfchild_account_2712_s1_2823,Compro11,878h-q9gn
Perf Child 2824,Test,perfchild_account_2712_s1_2824,Compro11,26s2-9LUQ
