Student's First name,Student's Last name,Username,Password,Class key
Perf Child 2601,Test,perfchild_account_2712_s1_2601,Compro11,QE6y-82Jp
Perf Child 2602,Test,perfchild_account_2712_s1_2602,Compro11,6Uh8-D4bp
Perf Child 2603,Test,perfchild_account_2712_s1_2603,Compro11,K28w-pxBR
Perf Child 2604,Test,perfchild_account_2712_s1_2604,Compro11,Ci7M-NGdB
Perf Child 2605,Test,perfchild_account_2712_s1_2605,Compro11,DpX7-8uYt
Perf Child 2606,Test,perfchild_account_2712_s1_2606,Compro11,q37Z-bjUt
Perf Child 2607,Test,perfchild_account_2712_s1_2607,Compro11,vYd8-WHtY
Perf Child 2608,Test,perfchild_account_2712_s1_2608,Compro11,4bDU-9rtX
Perf Child 2609,Test,perfchild_account_2712_s1_2609,Compro11,9k94-QcMo
Perf Child 2610,Test,perfchild_account_2712_s1_2610,Compro11,j49g-Dd9c
Perf Child 2611,Test,perfchild_account_2712_s1_2611,Compro11,GD8o-BFqP
Perf Child 2612,Test,perfchild_account_2712_s1_2612,Compro11,R2Kx-29F3
Perf Child 2613,Test,perfchild_account_2712_s1_2613,Compro11,RG32-ZtQ9
Perf Child 2614,Test,perfchild_account_2712_s1_2614,Compro11,B6FB-ceJk
Perf Child 2615,Test,perfchild_account_2712_s1_2615,Compro11,BE9z-y9D6
Perf Child 2616,Test,perfchild_account_2712_s1_2616,Compro11,4T74-i9m2
Perf Child 2617,Test,perfchild_account_2712_s1_2617,Compro11,rP37-P76Z
Perf Child 2618,Test,perfchild_account_2712_s1_2618,Compro11,PqC9-e346
Perf Child 2619,Test,perfchild_account_2712_s1_2619,Compro11,3Rn7-rhNH
Perf Child 2620,Test,perfchild_account_2712_s1_2620,Compro11,mjr7-ige7
Perf Child 2621,Test,perfchild_account_2712_s1_2621,Compro11,xFUz-y2Bb
Perf Child 2622,Test,perfchild_account_2712_s1_2622,Compro11,dco2-kw7m
Perf Child 2623,Test,perfchild_account_2712_s1_2623,Compro11,jEvY-9iJh
Perf Child 2624,Test,perfchild_account_2712_s1_2624,Compro11,vaM8-29xu
Perf Child 2625,Test,perfchild_account_2712_s1_2625,Compro11,EA6y-8akX
Perf Child 2626,Test,perfchild_account_2712_s1_2626,Compro11,kcLY-7oM6
Perf Child 2627,Test,perfchild_account_2712_s1_2627,Compro11,yozb-o4Xp
Perf Child 2628,Test,perfchild_account_2712_s1_2628,Compro11,3GeJ-muxQ
Perf Child 2629,Test,perfchild_account_2712_s1_2629,Compro11,4sJE-o282
Perf Child 2630,Test,perfchild_account_2712_s1_2630,Compro11,HbyH-zn3p
Perf Child 2631,Test,perfchild_account_2712_s1_2631,Compro11,Lgp7-JobB
Perf Child 2632,Test,perfchild_account_2712_s1_2632,Compro11,QvRf-PfW7
Perf Child 2633,Test,perfchild_account_2712_s1_2633,Compro11,Wk7C-Dy3b
Perf Child 2634,Test,perfchild_account_2712_s1_2634,Compro11,26kq-8ye2
Perf Child 2635,Test,perfchild_account_2712_s1_2635,Compro11,83Eb-T9U4
Perf Child 2636,Test,perfchild_account_2712_s1_2636,Compro11,xfnm-dbEb
Perf Child 2637,Test,perfchild_account_2712_s1_2637,Compro11,2uU2-3Zpr
Perf Child 2638,Test,perfchild_account_2712_s1_2638,Compro11,L3nf-2gW3
Perf Child 2639,Test,perfchild_account_2712_s1_2639,Compro11,FnTC-9ruX
Perf Child 2640,Test,perfchild_account_2712_s1_2640,Compro11,o9jf-JR69
Perf Child 2641,Test,perfchild_account_2712_s1_2641,Compro11,6Fp8-wK8h
Perf Child 2642,Test,perfchild_account_2712_s1_2642,Compro11,48iK-J69r
Perf Child 2643,Test,perfchild_account_2712_s1_2643,Compro11,eRiD-P3pC
Perf Child 2644,Test,perfchild_account_2712_s1_2644,Compro11,NQ2y-nMnm
Perf Child 2645,Test,perfchild_account_2712_s1_2645,Compro11,MNGw-a39N
