Student's First name,Student's Last name,Username,Password,Class key
Perf Child 1801,Test,perfchild_account_2712_s1_1801,Compro11,QE6y-82Jp
Perf Child 1802,Test,perfchild_account_2712_s1_1802,Compro11,6Uh8-D4bp
Perf Child 1803,Test,perfchild_account_2712_s1_1803,Compro11,K28w-pxBR
Perf Child 1804,Test,perfchild_account_2712_s1_1804,Compro11,Ci7M-NGdB
Perf Child 1805,Test,perfchild_account_2712_s1_1805,Compro11,DpX7-8uYt
Perf Child 1806,Test,perfchild_account_2712_s1_1806,Compro11,q37Z-bjUt
Perf Child 1807,Test,perfchild_account_2712_s1_1807,Compro11,vYd8-WHtY
Perf Child 1808,Test,perfchild_account_2712_s1_1808,Compro11,4bDU-9rtX
Perf Child 1809,Test,perfchild_account_2712_s1_1809,Compro11,9k94-QcMo
Perf Child 1810,Test,perfchild_account_2712_s1_1810,Compro11,j49g-Dd9c
Perf Child 1811,Test,perfchild_account_2712_s1_1811,Compro11,GD8o-BFqP
Perf Child 1812,Test,perfchild_account_2712_s1_1812,Compro11,R2Kx-29F3
Perf Child 1813,Test,perfchild_account_2712_s1_1813,Compro11,RG32-ZtQ9
Perf Child 1814,Test,perfchild_account_2712_s1_1814,Compro11,B6FB-ceJk
Perf Child 1815,Test,perfchild_account_2712_s1_1815,Compro11,BE9z-y9D6
Perf Child 1816,Test,perfchild_account_2712_s1_1816,Compro11,4T74-i9m2
Perf Child 1817,Test,perfchild_account_2712_s1_1817,Compro11,rP37-P76Z
Perf Child 1818,Test,perfchild_account_2712_s1_1818,Compro11,PqC9-e346
Perf Child 1819,Test,perfchild_account_2712_s1_1819,Compro11,3Rn7-rhNH
Perf Child 1820,Test,perfchild_account_2712_s1_1820,Compro11,mjr7-ige7
Perf Child 1821,Test,perfchild_account_2712_s1_1821,Compro11,xFUz-y2Bb
Perf Child 1822,Test,perfchild_account_2712_s1_1822,Compro11,dco2-kw7m
Perf Child 1823,Test,perfchild_account_2712_s1_1823,Compro11,jEvY-9iJh
Perf Child 1824,Test,perfchild_account_2712_s1_1824,Compro11,vaM8-29xu
Perf Child 1825,Test,perfchild_account_2712_s1_1825,Compro11,EA6y-8akX
Perf Child 1826,Test,perfchild_account_2712_s1_1826,Compro11,kcLY-7oM6
Perf Child 1827,Test,perfchild_account_2712_s1_1827,Compro11,yozb-o4Xp
Perf Child 1828,Test,perfchild_account_2712_s1_1828,Compro11,3GeJ-muxQ
Perf Child 1829,Test,perfchild_account_2712_s1_1829,Compro11,4sJE-o282
Perf Child 1830,Test,perfchild_account_2712_s1_1830,Compro11,HbyH-zn3p
Perf Child 1831,Test,perfchild_account_2712_s1_1831,Compro11,Lgp7-JobB
Perf Child 1832,Test,perfchild_account_2712_s1_1832,Compro11,QvRf-PfW7
Perf Child 1833,Test,perfchild_account_2712_s1_1833,Compro11,Wk7C-Dy3b
Perf Child 1834,Test,perfchild_account_2712_s1_1834,Compro11,26kq-8ye2
Perf Child 1835,Test,perfchild_account_2712_s1_1835,Compro11,83Eb-T9U4
Perf Child 1836,Test,perfchild_account_2712_s1_1836,Compro11,xfnm-dbEb
Perf Child 1837,Test,perfchild_account_2712_s1_1837,Compro11,2uU2-3Zpr
Perf Child 1838,Test,perfchild_account_2712_s1_1838,Compro11,L3nf-2gW3
Perf Child 1839,Test,perfchild_account_2712_s1_1839,Compro11,FnTC-9ruX
Perf Child 1840,Test,perfchild_account_2712_s1_1840,Compro11,o9jf-JR69
Perf Child 1841,Test,perfchild_account_2712_s1_1841,Compro11,6Fp8-wK8h
Perf Child 1842,Test,perfchild_account_2712_s1_1842,Compro11,48iK-J69r
Perf Child 1843,Test,perfchild_account_2712_s1_1843,Compro11,eRiD-P3pC
Perf Child 1844,Test,perfchild_account_2712_s1_1844,Compro11,NQ2y-nMnm
Perf Child 1845,Test,perfchild_account_2712_s1_1845,Compro11,MNGw-a39N
Perf Child 1846,Test,perfchild_account_2712_s1_1846,Compro11,XZo7-Dj23
Perf Child 1847,Test,perfchild_account_2712_s1_1847,Compro11,TuZD-k6N4
Perf Child 1848,Test,perfchild_account_2712_s1_1848,Compro11,Dcp8-Na9k
Perf Child 1849,Test,perfchild_account_2712_s1_1849,Compro11,pt4f-3LVp
Perf Child 1850,Test,perfchild_account_2712_s1_1850,Compro11,48c9-ABjP
Perf Child 1851,Test,perfchild_account_2712_s1_1851,Compro11,e7jb-WL2M
Perf Child 1852,Test,perfchild_account_2712_s1_1852,Compro11,peZG-LPkw
Perf Child 1853,Test,perfchild_account_2712_s1_1853,Compro11,2rTF-mXB9
Perf Child 1854,Test,perfchild_account_2712_s1_1854,Compro11,Pqsb-4z2w
Perf Child 1855,Test,perfchild_account_2712_s1_1855,Compro11,MToZ-27Mh
Perf Child 1856,Test,perfchild_account_2712_s1_1856,Compro11,XdUc-7323
Perf Child 1857,Test,perfchild_account_2712_s1_1857,Compro11,43qb-oijZ
Perf Child 1858,Test,perfchild_account_2712_s1_1858,Compro11,Uvk6-cE4z
Perf Child 1859,Test,perfchild_account_2712_s1_1859,Compro11,t2kW-4y9c
Perf Child 1860,Test,perfchild_account_2712_s1_1860,Compro11,j6i3-gsTE
Perf Child 1861,Test,perfchild_account_2712_s1_1861,Compro11,fAV4-PtoL
Perf Child 1862,Test,perfchild_account_2712_s1_1862,Compro11,i4MN-qwUJ
Perf Child 1863,Test,perfchild_account_2712_s1_1863,Compro11,878h-q9gn
Perf Child 1864,Test,perfchild_account_2712_s1_1864,Compro11,26s2-9LUQ
Perf Child 1865,Test,perfchild_account_2712_s1_1865,Compro11,kt8J-F4oh
Perf Child 1866,Test,perfchild_account_2712_s1_1866,Compro11,eB82-wdjD
Perf Child 1867,Test,perfchild_account_2712_s1_1867,Compro11,8vsh-7wA3
Perf Child 1868,Test,perfchild_account_2712_s1_1868,Compro11,nAKb-co2A
Perf Child 1869,Test,perfchild_account_2712_s1_1869,Compro11,CHzt-kC7n
Perf Child 1870,Test,perfchild_account_2712_s1_1870,Compro11,2acq-6keM
Perf Child 1871,Test,perfchild_account_2712_s1_1871,Compro11,XQh2-z2Uh
Perf Child 1872,Test,perfchild_account_2712_s1_1872,Compro11,Tumj-mJQP
Perf Child 1873,Test,perfchild_account_2712_s1_1873,Compro11,463N-WRF3
Perf Child 1874,Test,perfchild_account_2712_s1_1874,Compro11,M9u7-2M3p
Perf Child 1875,Test,perfchild_account_2712_s1_1875,Compro11,mW72-vhuB
Perf Child 1876,Test,perfchild_account_2712_s1_1876,Compro11,9kqs-3pob
Perf Child 1877,Test,perfchild_account_2712_s1_1877,Compro11,3VBo-2fX9
Perf Child 1878,Test,perfchild_account_2712_s1_1878,Compro11,mNPd-s9T9
Perf Child 1879,Test,perfchild_account_2712_s1_1879,Compro11,39T2-m6BC
Perf Child 1880,Test,perfchild_account_2712_s1_1880,Compro11,6U7q-G783
Perf Child 1881,Test,perfchild_account_2712_s1_1881,Compro11,QE6y-82Jp
Perf Child 1882,Test,perfchild_account_2712_s1_1882,Compro11,6Uh8-D4bp
Perf Child 1883,Test,perfchild_account_2712_s1_1883,Compro11,K28w-pxBR
Perf Child 1884,Test,perfchild_account_2712_s1_1884,Compro11,Ci7M-NGdB
Perf Child 1885,Test,perfchild_account_2712_s1_1885,Compro11,DpX7-8uYt
Perf Child 1886,Test,perfchild_account_2712_s1_1886,Compro11,q37Z-bjUt
Perf Child 1887,Test,perfchild_account_2712_s1_1887,Compro11,vYd8-WHtY
Perf Child 1888,Test,perfchild_account_2712_s1_1888,Compro11,4bDU-9rtX
Perf Child 1889,Test,perfchild_account_2712_s1_1889,Compro11,9k94-QcMo
Perf Child 1890,Test,perfchild_account_2712_s1_1890,Compro11,j49g-Dd9c
Perf Child 1891,Test,perfchild_account_2712_s1_1891,Compro11,GD8o-BFqP
Perf Child 1892,Test,perfchild_account_2712_s1_1892,Compro11,R2Kx-29F3
Perf Child 1893,Test,perfchild_account_2712_s1_1893,Compro11,RG32-ZtQ9
Perf Child 1894,Test,perfchild_account_2712_s1_1894,Compro11,B6FB-ceJk
Perf Child 1895,Test,perfchild_account_2712_s1_1895,Compro11,BE9z-y9D6
Perf Child 1896,Test,perfchild_account_2712_s1_1896,Compro11,4T74-i9m2
Perf Child 1897,Test,perfchild_account_2712_s1_1897,Compro11,rP37-P76Z
Perf Child 1898,Test,perfchild_account_2712_s1_1898,Compro11,PqC9-e346
Perf Child 1899,Test,perfchild_account_2712_s1_1899,Compro11,3Rn7-rhNH
Perf Child 1900,Test,perfchild_account_2712_s1_1900,Compro11,mjr7-ige7
Perf Child 1901,Test,perfchild_account_2712_s1_1901,Compro11,xFUz-y2Bb
Perf Child 1902,Test,perfchild_account_2712_s1_1902,Compro11,dco2-kw7m
Perf Child 1903,Test,perfchild_account_2712_s1_1903,Compro11,jEvY-9iJh
Perf Child 1904,Test,perfchild_account_2712_s1_1904,Compro11,vaM8-29xu
Perf Child 1905,Test,perfchild_account_2712_s1_1905,Compro11,EA6y-8akX
Perf Child 1906,Test,perfchild_account_2712_s1_1906,Compro11,kcLY-7oM6
Perf Child 1907,Test,perfchild_account_2712_s1_1907,Compro11,yozb-o4Xp
Perf Child 1908,Test,perfchild_account_2712_s1_1908,Compro11,3GeJ-muxQ
Perf Child 1909,Test,perfchild_account_2712_s1_1909,Compro11,4sJE-o282
Perf Child 1910,Test,perfchild_account_2712_s1_1910,Compro11,HbyH-zn3p
Perf Child 1911,Test,perfchild_account_2712_s1_1911,Compro11,Lgp7-JobB
Perf Child 1912,Test,perfchild_account_2712_s1_1912,Compro11,QvRf-PfW7
Perf Child 1913,Test,perfchild_account_2712_s1_1913,Compro11,Wk7C-Dy3b
Perf Child 1914,Test,perfchild_account_2712_s1_1914,Compro11,26kq-8ye2
Perf Child 1915,Test,perfchild_account_2712_s1_1915,Compro11,83Eb-T9U4
Perf Child 1916,Test,perfchild_account_2712_s1_1916,Compro11,xfnm-dbEb
Perf Child 1917,Test,perfchild_account_2712_s1_1917,Compro11,2uU2-3Zpr
Perf Child 1918,Test,perfchild_account_2712_s1_1918,Compro11,L3nf-2gW3
Perf Child 1919,Test,perfchild_account_2712_s1_1919,Compro11,FnTC-9ruX
Perf Child 1920,Test,perfchild_account_2712_s1_1920,Compro11,o9jf-JR69
Perf Child 1921,Test,perfchild_account_2712_s1_1921,Compro11,6Fp8-wK8h
Perf Child 1922,Test,perfchild_account_2712_s1_1922,Compro11,48iK-J69r
Perf Child 1923,Test,perfchild_account_2712_s1_1923,Compro11,eRiD-P3pC
Perf Child 1924,Test,perfchild_account_2712_s1_1924,Compro11,NQ2y-nMnm
Perf Child 1925,Test,perfchild_account_2712_s1_1925,Compro11,MNGw-a39N
Perf Child 1926,Test,perfchild_account_2712_s1_1926,Compro11,XZo7-Dj23
Perf Child 1927,Test,perfchild_account_2712_s1_1927,Compro11,TuZD-k6N4
Perf Child 1928,Test,perfchild_account_2712_s1_1928,Compro11,Dcp8-Na9k
Perf Child 1929,Test,perfchild_account_2712_s1_1929,Compro11,pt4f-3LVp
Perf Child 1930,Test,perfchild_account_2712_s1_1930,Compro11,48c9-ABjP
